coords,issue,line,path,split
"[-1894.5, -729.0, -93.0, -280.0]",bbox_non_positive_size,12,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1894.5, -729.0, -93.0, -280.0]",bbox_tiny,12,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1894.5, -729.0, -93.0, -280.0]",bbox_extends_outside_image,12,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1985.0, -696.5, -118.0, -303.0]",bbox_out_of_normalized_range,13,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1985.0, -696.5, -118.0, -303.0]",bbox_non_positive_size,13,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1985.0, -696.5, -118.0, -303.0]",bbox_tiny,13,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1985.0, -696.5, -118.0, -303.0]",bbox_extends_outside_image,13,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-2092.5, -665.0, -115.0, -290.0]",bbox_out_of_normalized_range,14,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-2092.5, -665.0, -115.0, -290.0]",bbox_non_positive_size,14,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-2092.5, -665.0, -115.0, -290.0]",bbox_tiny,14,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-2092.5, -665.0, -115.0, -290.0]",bbox_extends_outside_image,14,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-891.0, -963.0, -206.0, -274.0]",bbox_out_of_normalized_range,15,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-891.0, -963.0, -206.0, -274.0]",bbox_non_positive_size,15,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-891.0, -963.0, -206.0, -274.0]",bbox_tiny,15,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-891.0, -963.0, -206.0, -274.0]",bbox_extends_outside_image,15,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1042.5, -1006.5, -209.0, -275.0]",bbox_out_of_normalized_range,16,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1042.5, -1006.5, -209.0, -275.0]",bbox_non_positive_size,16,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1042.5, -1006.5, -209.0, -275.0]",bbox_tiny,16,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1042.5, -1006.5, -209.0, -275.0]",bbox_extends_outside_image,16,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1167.0, -1038.0, -122.0, -274.0]",bbox_out_of_normalized_range,17,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1167.0, -1038.0, -122.0, -274.0]",bbox_non_positive_size,17,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1167.0, -1038.0, -122.0, -274.0]",bbox_tiny,17,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1167.0, -1038.0, -122.0, -274.0]",bbox_extends_outside_image,17,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1354.0, -1054.5, -96.0, -321.0]",bbox_out_of_normalized_range,18,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1354.0, -1054.5, -96.0, -321.0]",bbox_non_positive_size,18,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1354.0, -1054.5, -96.0, -321.0]",bbox_tiny,18,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1354.0, -1054.5, -96.0, -321.0]",bbox_extends_outside_image,18,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1441.5, -989.5, -65.0, -253.0]",bbox_out_of_normalized_range,19,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1441.5, -989.5, -65.0, -253.0]",bbox_non_positive_size,19,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1441.5, -989.5, -65.0, -253.0]",bbox_tiny,19,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1441.5, -989.5, -65.0, -253.0]",bbox_extends_outside_image,19,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1493.0, -988.0, -50.0, -212.0]",bbox_out_of_normalized_range,20,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1493.0, -988.0, -50.0, -212.0]",bbox_non_positive_size,20,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1493.0, -988.0, -50.0, -212.0]",bbox_tiny,20,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1493.0, -988.0, -50.0, -212.0]",bbox_extends_outside_image,20,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1540.5, -969.0, -53.0, -212.0]",bbox_out_of_normalized_range,21,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1540.5, -969.0, -53.0, -212.0]",bbox_non_positive_size,21,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1540.5, -969.0, -53.0, -212.0]",bbox_tiny,21,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1540.5, -969.0, -53.0, -212.0]",bbox_extends_outside_image,21,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1594.0, -1000.0, -72.0, -224.0]",bbox_out_of_normalized_range,22,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1594.0, -1000.0, -72.0, -224.0]",bbox_non_positive_size,22,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1594.0, -1000.0, -72.0, -224.0]",bbox_tiny,22,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1594.0, -1000.0, -72.0, -224.0]",bbox_extends_outside_image,22,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1687.0, -1062.5, -78.0, -349.0]",bbox_out_of_normalized_range,23,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1687.0, -1062.5, -78.0, -349.0]",bbox_non_positive_size,23,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1687.0, -1062.5, -78.0, -349.0]",bbox_tiny,23,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1687.0, -1062.5, -78.0, -349.0]",bbox_extends_outside_image,23,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1854.5, -1031.5, -87.0, -261.0]",bbox_out_of_normalized_range,24,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1854.5, -1031.5, -87.0, -261.0]",bbox_non_positive_size,24,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1854.5, -1031.5, -87.0, -261.0]",bbox_tiny,24,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1854.5, -1031.5, -87.0, -261.0]",bbox_extends_outside_image,24,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1972.5, -1003.0, -187.0, -268.0]",bbox_out_of_normalized_range,25,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1972.5, -1003.0, -187.0, -268.0]",bbox_non_positive_size,25,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1972.5, -1003.0, -187.0, -268.0]",bbox_tiny,25,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
"[-1972.5, -1003.0, -187.0, -268.0]",bbox_extends_outside_image,25,C:\Pywork\dental\dental\data\detection_pdcnn_bone_loss_v2\labels\val\pdcnn_perio_3140.tif_0.txt,val
